# ROAD NETWORK GRAPH - TIRANA, ALBANIA
# Data Source: OpenStreetMap 
# Graph Type: Directed weighted graph
# Weight Unit: Meters (great-circle distance)
# Coordinate System: WGS84
# Contains: Road network edges with distances
# V = 9,433; E = 18,365;
source,target,weight
6981894163,6373598044,8.58
6373598044,1851757925,64.22
1851757925,1842472111,29.79
1842474328,10906083602,3.82
10906083602,4553151363,4.75
4553151363,10981735390,26.69
10981735390,6241445184,9.62
6241445184,6883198034,14.26
6883198034,4578288232,15.58
4578288232,3325958624,23.21
3325958624,4655760127,37.86
4655760127,1842446659,11.09
5541483077,5893077230,2.80
5893077230,5893077234,3.89
5893077234,2619568633,8.50
2619568633,5893077233,8.22
5893077233,5893077236,7.58
5893077236,5893077232,5.66
5893077232,2619568635,6.28
2619568635,5893077237,4.74
5893077237,5893077238,1.92
5893077238,6288191056,3.10
6288191056,5893077231,3.00
5893077231,15493356,5.63
1842446672,4655549062,74.88
4655549062,4655759610,49.04
4655759610,4551484150,64.99
4551484150,6883198032,24.22
6883198032,10563659555,7.57
1843028677,4553151256,4.68
4553151256,4655548382,41.31
4655548382,10981747418,10.22
10981747418,4655548387,44.71
4655548387,4553151257,14.51
4553151257,10906083601,3.68
10906083601,1843028673,3.94
2173401289,5924006874,24.96
5924006874,6810559190,43.37
6810559190,4659049186,6.54
4659049186,6394989314,4.87
6394989314,4659181477,35.88
4659181477,4659049183,9.47
4659049183,1843039343,29.00
6368049809,4647391860,17.61
4647391860,6368049809,17.61
4647391860,10895951551,4.15
10895951551,4647391860,4.15
10895951551,10895963109,35.88
10895963109,10895951551,35.88
10895963109,12121969480,17.49
12121969480,10895963109,17.49
12121969480,15494038,20.34
15494038,12121969480,20.34
1843562342,5245771967,4.79
5245771967,1843562342,4.79
5245771967,6817938930,6.42
6817938930,5245771967,6.42
6817938930,1843562326,9.43
1843562326,6817938930,9.43
1843562326,6864224773,2.97
6864224773,1843562326,2.97
6864224773,6949711595,63.84
6949711595,6864224773,63.84
6949711595,6949711596,7.15
6949711596,6949711595,7.15
1843562273,1843562302,51.45
1843562302,1843562273,51.45
1843562302,10895951553,17.02
10895951553,1843562302,17.02
10895951553,12121972528,14.12
12121972528,10895951553,14.12
12121972528,10895951552,14.13
10895951552,12121972528,14.13
10895951552,10895951551,81.36
10895951551,10895951552,81.36
1843574864,6879708576,10.96
6879708576,1843574864,10.96
6879708576,1843574979,42.27
1843574979,6879708576,42.27
1843574771,6938555182,9.00
6938555182,1843575033,6.30
1843575033,1843574853,10.82
1843574853,4659447209,14.86
4659447209,1843574846,2.26
1843574846,1843575159,16.01
1843575159,6882646810,15.14
6882646810,1843574778,3.90
4555708980,6274653689,9.06
6274653689,5893133543,4.05
5893133543,12624610446,2.54
12624610446,4551140757,21.47
4551140757,5885533048,17.04
5885533048,4658919144,25.05
4658919144,5629388891,6.16
5629388891,4658919143,27.27
4658919143,6882646813,17.42
6882646813,6952505125,4.11
6952505125,1843574687,7.27
1843574687,11330032752,22.62
11330032752,4658919140,2.51
4658919140,6882646811,20.46
6882646811,1843574778,5.72
1843574778,4658919125,2.27
4658919125,6882646809,47.87
6882646809,1843574959,12.97
4658919143,4658919142,33.00
4658919142,4658919143,33.00
4658919142,4658919138,7.15
4658919138,4658919142,7.15
4658919138,4658919139,21.44
4658919139,4658919138,21.44
4658919139,1843574687,33.58
1843574687,4658919139,33.58
1843574671,5624473273,2.72
5624473273,1843574671,2.72
5624473273,5624473272,5.97
5624473272,5624473273,5.97
5624473272,5624473271,4.50
5624473271,5624473272,4.50
5624473271,1843575070,13.92
1843575070,5624473271,13.92
1843575076,1843574981,21.24
1843574981,1843575076,21.24
1843574674,6879759329,4.33
6879759329,1843574674,4.33
6879759329,12985437798,1.37
12985437798,6879759329,1.37
12985437798,6879759313,3.48
6879759313,12985437798,3.48
1843575070,5624473283,2.98
5624473283,5624473284,2.45
5624473284,1843574803,2.77
1843574803,5624473285,3.89
5624473285,1843574730,3.97
1843574730,5624473286,10.17
5624473286,5624473289,21.20
5624473289,1843575150,3.07
1843575150,1843575039,48.64
1843575039,1843575056,34.91
1843575056,4551484171,4.51
4551484171,1843574780,3.29
1843574933,1843574786,21.60
1843574786,1843574933,21.60
5884556706,1843575188,19.02
1843575188,5884556706,19.02
1843575188,11384713205,7.21
11384713205,1843575188,7.21
11384713205,11384713209,4.08
11384713209,11384713205,4.08
11384713209,5884556695,3.07
5884556695,11384713209,3.07
5884556695,11384713196,4.93
11384713196,5884556695,4.93
11384713196,7439940972,3.23
7439940972,11384713196,3.23
7439940972,13006906658,5.26
13006906658,7439940972,5.26
13006906658,4658918329,2.71
4658918329,13006906658,2.71
4658918329,1843574684,5.61
1843574684,4658918329,5.61
1842446669,1843574900,8.26
1843574900,1842446669,8.26
1843574900,4658919301,40.71
4658919301,1843574900,40.71
4658919301,4658919122,3.42
4658919122,4658919301,3.42
4658919122,1843574824,9.84
1843574824,4658919122,9.84
