# ROAD NETWORK GRAPH - TOKYO
# Data Source: OpenStreetMap 
# Graph Type: Directed weighted graph
# Weight Unit: Meters (great-circle distance)
# Coordinate System: WGS84
# Contains: Road network edges with distances
# V = 4,968; E = 10,620;
source,target,weight
475368842,475368843,46.89
475368843,475368842,46.89
475368795,475368844,35.83
475368844,475368795,35.83
475368845,475368846,72.88
475368846,475368845,72.88
475368847,475368848,88.52
475368848,475368847,88.52
475368848,475368849,48.03
475368849,475368848,48.03
475368849,1696208649,10.83
1696208649,475368849,10.83
1696208649,475368974,13.74
475368974,1696208649,13.74
475368974,475368850,44.62
475368850,475368974,44.62
475368851,475368852,48.87
475368852,475368851,48.87
475368853,475368854,42.61
475368854,475368853,42.61
475368854,12378362018,14.47
12378362018,475368854,14.47
7942739514,1665929708,14.46
1665929708,7942739514,14.46
1665929708,7942739513,81.70
7942739513,1665929708,81.70
7942739513,7942739512,6.87
7942739512,7942739513,6.87
1665929752,6349852281,5.65
6349852281,1665929752,5.65
6349852281,6349852280,3.92
6349852280,6349852281,3.92
6349852280,6349852279,5.11
6349852279,6349852280,5.11
6349852279,1665929743,3.78
1665929743,6349852279,3.78
1665929743,475368860,8.12
475368860,1665929743,8.12
475368860,733235034,7.36
733235034,475368860,7.36
475368862,6349852270,26.51
6349852270,475368862,26.51
6349852270,733235033,8.07
733235033,6349852270,8.07
475368918,1665929798,7.09
1665929798,475368918,7.09
1665929798,475368917,9.79
475368917,1665929798,9.79
475368917,475368916,20.30
475368916,475368917,20.30
475368916,1665929823,23.48
1665929823,475368916,23.48
1665929823,475368915,17.00
475368915,1665929823,17.00
475368915,475368997,15.68
475368997,475368915,15.68
475368997,12378265897,19.28
12378265897,475368997,19.28
7942739533,7942739534,25.42
7942739534,7942739533,25.42
7942739534,475368870,5.41
475368870,7942739534,5.41
475368870,475368872,15.91
475368872,475368870,15.91
